document,entities,intent
How about one that serves modern european food?,[],NONE
"It does not matter, I just need one available for 7 people at 18:15 on thursday",[],NONE
I also need the reference number please.,[],NONE
"Yes, I also need a guesthouse hotel with moderate prices in the centre. I don't need free parking.","['hotel-area', 'hotel-pricerange', 'hotel-type']",find_hotel
How about a hotel type?,['hotel-parking'],find_hotel
How many stars is Cityroomz?,[],find_hotel
That is fine. Do they have internet?,[],find_hotel
Not yet. I would like you to book a taxi for me between my hotel and restaurant. I will need the car type and contact number.,[],find_hotel
I just want to be sure it arrives by the booked time at the restaurant.,[],NONE
Thank you very much for your help! That was everything I needed.,[],NONE
"I need lodging in Cambridge that has free parking. I don't need internet, though. What have you got?",['hotel-parking'],find_hotel
I also need free parking included and I would like it to be a hotel.,['hotel-type'],find_hotel
The Ashley hotel does not have internet is that correct?,['hotel-internet'],find_hotel
"Oh, that's great! What's the address for The Ashley?",[],find_hotel
"Yes, I would like to book a room.",[],find_hotel
I also need a place to dine serving modern american food in the centre.,[],NONE
"Actually, I will go ahead and book myself later. But, if you can help me find a moderately priced restaurant in the centre of town that would be great.",[],NONE
How about a British one then?,[],NONE
Yes please. Please book a table for 5 at 12:30 on friday.,[],NONE
Thank you. I also need to get a taxi to go between the two places.,[],NONE
Great thanks! That's all I needed.,[],NONE
I am looking for some help locating a moderately priced room.,['hotel-pricerange'],find_hotel
"I'd like the place to be rated 4 stars, and include free WiFi.","['hotel-internet', 'hotel-stars']",find_hotel
It doesn't matter. I would need a room for 6 people starting Saturday. For 6 nights.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
"No, I really need it starting Saturday for 5 nights and with free wifi.",[],book_hotel
"That's all, thank you.",[],book_hotel
"Hello, I am planning a trip and need some information on a particular hotel.",[],find_hotel
"looking for lensfield hotel, kindly find out whether it has internet and the area",['hotel-name'],find_hotel
no but am also looking for places to go in town. The attraction should be in the type of college and should be in the centre,[],NONE
Yes I would like the phone number.,[],NONE
I also need a taxi to get to the college. I want to leave my hotel at 04:45.,[],NONE
Great! Thank you so much for your help. That's all I will be needing for today.,[],NONE
I need a place to dine on Indian food. Centre of the town please.,[],NONE
No. Just a place that can accommodate a table of 8 at 17:15 on Sunday.,[],NONE
I need to find a 3 star guest house that has free wifi. Can you help me?,"['hotel-internet', 'hotel-stars', 'hotel-type']",find_hotel
"The area doesn't matter, I'd just like a guesthouse with free wifi and parking.","['hotel-area', 'hotel-parking']",find_hotel
"No need to book, just tell me the price range, postcode, and address if you could",[],find_hotel
"Yes, that's all. Thank you. Have a great day. Goodbye.",[],NONE
I'm looking for a place to stay in Cambridge. It should include free wifi and be a 3 star. Can you help me please?,"['hotel-internet', 'hotel-stars']",find_hotel
I do not care about price.,['hotel-pricerange'],find_hotel
I would like a hotel in the centre with free parking.,"['hotel-area', 'hotel-parking', 'hotel-type']",find_hotel
"Do they have free parking? If so, please reserve a room for Tuesday for 7 people, 4 nights.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
Thank you. I'm looking for places to go in town. Can you recommend something near the hotel?,[],book_hotel
What's the postal code?,[],NONE
Great that's all I needed. Thank you. Bye.,[],NONE
"Hello, I am planning a trip for next month. Can you suggest some places to go in town?",[],NONE
I am interested in boat attractions in the centre.,[],find_hotel
I don't have a preference.,[],NONE
"Can you select one? I also need the entrance fee, if there is one.",[],NONE
Thank you. I also need a hotel in the same area as the Cambridge Punter.,['hotel-area'],find_hotel
"Nope, I'm open on price. It doesn't need to have internet.",['hotel-pricerange'],find_hotel
"That sounds great, can you book it for me for 3 people? Checking in monday and will be staying 4 nights.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay', 'hotel-internet']",book_hotel
I also need to book a taxi when I got from the hotel to Cambridge Punter. I'd like to leave the hotel by 01:00.,[],NONE
no thanks you have been very helpful to me,[],NONE
"Yeah, I'm looking for a room. Do you offer anything in the southern part of town?",['hotel-area'],find_hotel
I am looking for something in the moderate price range with free wifi and doesn't need to have free parking.,"['hotel-internet', 'hotel-parking', 'hotel-pricerange']",find_hotel
"Yes, please. Either one sounds perfect!",[],find_hotel
I need to book for 6 people starting Saturday and staying 3 nights.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
Yes. What is the reference number?,[],book_hotel
"Perfect, thank you very much for your help! Goodbye.",[],NONE
"I'm looking for a cheap place to stay in the north, what kind of options can you give me?","['hotel-area', 'hotel-pricerange']",find_hotel
I would like the one with the 4-star rating please. Does it include free wifi by chance?,['hotel-stars'],find_hotel
Please book it for 5 people and 4 nights starting from monday.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
"Thanks, can also get me information on a train departing from Bishops Stortford and arriving by 08:30.",[],NONE
I need that train on Monday please.,[],book_hotel
Could you give me a departure time and travel time for that train?,[],NONE
Not at this time. Thanks for your help.,[],NONE
"No, that settles everything! Thank you.",[],NONE
I'm looking for a 4 star hotel with free wifi.,"['hotel-internet', 'hotel-stars']",find_hotel
Area does not matter.,[],find_hotel
Sounds great. Can I get it for 7 people? 4 nights starting Saturday,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
"No,I will check husband and call back.",[],book_hotel
Can we try a different one in the same price range?,['hotel-pricerange'],book_hotel
Okay let's try booking that and get me a reference number.,[],book_hotel
"Thanks, that's all I need. Have a nice day.",[],NONE
I'm looking for a hotel called Worth House.,['hotel-name'],find_hotel
"Yes please, I need a reservation for 4 nights starting Monday for 1 person.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
Thanks! I'm also looking for a train that leaves from bishops stortford and goes to cambridge.,[],NONE
"I don't want to leave any earlier than 08:30, please.",[],NONE
Is this train the same day as my hotel booking?,[],NONE
"Ok, that's all I need for now. Bye.",[],NONE
"Hello, I'm looking for information on a hotel called Hobsons House.",['hotel-name'],find_hotel
Yes I need accommodations for 8 people for 3 nights starting from Sunday. I will also need a reference number once the arrangements are made.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
I also need a train.,[],NONE
I need to go to the stansted airport on wednesday.,[],NONE
I'm leaving from Cambridge.,[],NONE
I need to arrive at the airport by 13:15. Can I get a departure time and also the travel time for a train? Thanks!,[],NONE
not now. thanks for the information,[],NONE
"I'm good, that's all I needed, Thanks!",[],NONE
I am looking for a hotel called the leverton house.,['hotel-name'],find_hotel
"Yes, that is the one I wanted. Could I book a four night stay starting on Saturday?","['hotel-bookday', 'hotel-bookstay']",book_hotel
There will be a total of 8 of us.,['hotel-bookpeople'],book_hotel
Sure. You can try something different as long as it is in the same price range as Leverton House.,['hotel-pricerange'],book_hotel
Thank you! good bye.,[],book_hotel
I am hoping you can find a guesthouse in the north part of town for me.,"['hotel-area', 'hotel-type']",find_hotel
Well I would like one that's in a moderate price range. It needs to include free parking.,"['hotel-parking', 'hotel-pricerange']",find_hotel
"No, that doesn't matter. I need to book one for Wednesday.",['hotel-bookday'],book_hotel
"Yes, that works. I'd like to book 3 days for 7 people. I also need the reference number as well.","['hotel-bookpeople', 'hotel-bookstay']",book_hotel
"2 nights, then.",[],book_hotel
"Yes, please. Something in the north, again.",[],book_hotel
Nope. I think I'm all set. Thank you kindly.,[],NONE
"Hi, I need a hotel with free wifi internet and a rating of 3 stars. What can you recommend?","['hotel-internet', 'hotel-stars', 'hotel-type']",find_hotel
It doesn't matter where the hotel is located.,['hotel-area'],find_hotel
Can you book The Gonville for me please? It'll be just me staying,"['hotel-bookpeople', 'hotel-name']",book_hotel
"4 nights, checking in on Saturday.","['hotel-bookday', 'hotel-bookstay']",book_hotel
Thank you for your help. Do I need to do anything else or I'm good?,[],NONE
Thanks for all your help.,[],NONE
I am going to cambridge and need a hotel,[],find_hotel
Not really. I like 4 star places that include free parking though.,"['hotel-parking', 'hotel-stars']",find_hotel
I'd like to be in the north side of town.,['hotel-area'],find_hotel
That is great. Can you provide me the phone number and price range of the best guest house?,['hotel-type'],find_hotel
I am also look for a train on saturday to broxbourne.,[],NONE
I would like to leave after 16:15.,[],NONE
"Yes, can you please book for 3 seats?",[],NONE
Thank you. That's everything I needed.,[],NONE
Is it true Cambridge has the best attractions? We are looking for something unusual to do in the centre.,[],find_hotel
That's perfect. Thanks so much for your help.,[],NONE
Yes can you help me find a place to eat too?,[],NONE
I would like chinese.,[],NONE
